Crash Number,City/Town Name,Crash Date,Crash Time,Crash Severity,Number of Vehicles,Total Nonfatal Injuries,Total Fatal Injuries,Manner of Collision,Vehicle Action Prior to Crash,Vehicle Travel Directions,Most Harmful Events,Vehicle Configuration,Road Surface Condition,Ambient Light,Weather Condition,At Roadway Intersection,Distance from Nearest Roadway Intersection,Distance from Nearest Milemarker,Distance from Nearest Exit,Distance from Nearest Landmark,Non Motorist Type,X Coordinate,Y Coordinate
3924916,BOSTON,27-Aug-2014,9:10 PM,Property damage only (none injured),4,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead / V3:Travelling straight ahead / V4:Changing lanes,V1:Southbound / V2:Southbound / V3:Southbound / V4:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Passenger car / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V4:Passenger car",Dry,Dark - lighted roadway,Clear/Rain,,Rte 93 S / UNKNOWN,,Exit 24 on Rte 93 S,,,236397.1933,901565.6511
3949534,BOSTON,27-Aug-2014,9:14 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Turning left,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,WILLIAM DAY BOULEVARD Rte UNKNOW S / M STREET,,,,,238474.2658,897810.5624
3924917,BOSTON,27-Aug-2014,9:35 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Rain,,Rte 93 S / UNKNOWN,,Exit 24 on Rte 93 S,,,236397.1933,901565.6511
3924120,BOSTON,27-Aug-2014,10:45 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Other ,V1: Passenger car,Wet,Dark - lighted roadway,Rain,,RAMP-LEVERETT CIR TO RTS 93 SB/3 SB Rte 3A S / JOHN F FITZGERALD EXPRESSWAY Rte 93 S,,,LCS RAMP,,235903.144,901991.3452
3949751,BOSTON (BRIGHTON),27-Aug-2014,11:30 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Westbound ,V1: Collision with pedestrian ,V1: Passenger car,Wet,Dark - lighted roadway,Rain,COMMONWEALTH AVENUE / HARVARD AVENUE,,,,,P2:Pedestrian,230403.9531,900047.9373
3954778,BOSTON (JAMAICA PLAIN),28-Aug-2014,3:17 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,"V1: Collision with other fixed object (wall, building, tunnel, etc.) ",V1: Passenger car,Dry,Dark - lighted roadway,Clear/Clear,,SOUTH STREET / BUSSEY STREET,,,,,231170.2456,893966.0485
3926184,BOSTON,28-Aug-2014,9:01 AM,Non-fatal injury,2,2,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,STORROW DRIVE,,Exit KENMOR on Rte UNKNOW E,,,,
3924918,BOSTON,28-Aug-2014,9:20 AM,Property damage only (none injured),4,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead / V4:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound / V4:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V4:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,JOHN F FITZGERALD EXPRESSWAY Rte 93 S,,,LOWER DECK,,235842.7043,902257.0224
3926532,BOSTON,28-Aug-2014,1:00 PM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Eastbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Single-unit truck (2-axle, 6-tire) / V2:Passenger car",Dry,Daylight,Clear,,NORTH BEACON STREET / BIRMINGHAM PARKWAY,,,,,228439.0625,900920.8752
3926185,BOSTON,28-Aug-2014,2:00 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,STORROW DRIVE,,,PRIOR TO KENMORE SQUARE,,,
3924920,BOSTON,28-Aug-2014,3:05 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Changing lanes,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,Rte 93 S / UNKNOWN,,Exit 20 on Rte 93 S,,,236954.209,900826.9442
3927910,BOSTON,28-Aug-2014,3:13 PM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Southbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,OLD COLONY AVENUE / MOUNT VERNON STREET,,,,,,236937.771,896846.3844
3924919,BOSTON,28-Aug-2014,3:54 PM,Non-fatal injury,4,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic / V4:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound / V4:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car / V4:Passenger car,Dry,Daylight,Clear,,Rte 93 N / UNKNOWN,,Exit 28 on Rte 93 N,,,234953.5188,903173.3157
3926087,BOSTON,28-Aug-2014,5:00 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Changing lanes,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,PARK DRIVE / BROOKLINE AVENUE,,,,,232742.1496,899278.3204
3927911,BOSTON,28-Aug-2014,5:55 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Passenger car",Dry,Dawn,Clear,,JOHN F FITZGERALD EXPRESSWAY Rte 93 S / RAMP-FREEPORT ST TO RTS 93 SB/3 SB,,,FREEPORT STREET ON RAMP,,237126.3658,894663.7465
3962304,BOSTON,28-Aug-2014,6:20 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,WILLIAM J DAY BOULEVARD / L STREET,,,MCCORMACK BATH HOUSE,,238320.7207,897757.4303
3926176,BOSTON,28-Aug-2014,8:40 PM,Non-fatal injury,3,1,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Dark - roadway not lighted,Clear,,SOUTHAMPTON STREET / FRONTAGE ROAD,,,,,236126.4419,897862.4555
3954783,BOSTON (ROXBURY),28-Aug-2014,8:54 PM,Not Reported,2,0,0,Angle,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear/Clear,COLUMBUS AVENUE / DIXWELL STREET,,,,,,233196.3125,896118.2502
3954218,BOSTON (ROXBURY),28-Aug-2014,9:21 PM,Not Reported,2,0,0,Not reported,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Eastbound / V2:Southbound ,V1: Collision with moped / V2: Collision with moped ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:MOPED",Not reported,Not reported,Not Reported,BLUE HILL AVENUE / DEVON STREET,,,,,,234496.3594,895679.2502
3930761,BOSTON (CHARLESTOWN),28-Aug-2014,10:09 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Unknown,V1:Northbound / V2:Not reported ,V1: Unknown / V2: Unknown ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,CAMBRIDGE STREET,,,,,,
3962644,BOSTON,29-Aug-2014,00:00 AM,Property damage only (none injured),2,0,0,Angle,V1: Slowing or stopped in traffic / V2:Changing lanes,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dark - lighted roadway,Clear,,RAMP-RTS 90 WB/1A SB TO CONGRESS ST,,Exit 25 on Rte 90 W,,,237603.0849,899892.542
3926084,BOSTON,29-Aug-2014,3:52 AM,Non-fatal injury,2,1,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Not Reported,,MASSACHUSETTS AVENUE CONNECTOR / MASSACHUSETTS AVENUE CONNECTOR,,,CONNECTER,,235436.8303,898268.0799
3927912,BOSTON,29-Aug-2014,7:30 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with median barrier ,V1: Passenger car,Dry,Daylight,Clear,,Rte 93 S / UNKNOWN,,Exit 15 on Rte 93 S,AT SAVIN HILL,,236629.6253,897168.5001
3926177,BOSTON,29-Aug-2014,7:45 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,LEVERETT CONNECTOR SOUTH,,Exit 26 on Rte 93 S,,,234788.5912,903463.7181
3925177,BOSTON,29-Aug-2014,10:50 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Single-unit truck (2-axle, 6-tire)",Dry,Daylight,Clear,,MASSACHUSETTS TURNPIKE Rte 90 W,,Exit 20 on Rte 90 W,,,231417.4433,900634.3766
3963804,BOSTON,29-Aug-2014,12:00 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Changing lanes,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 S,,Exit 12 on Rte 93 S,,,237620.5493,892713.0989
3928443,BOSTON (SOUTH BOSTON),29-Aug-2014,1:04 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Turning right,V1:Westbound ,"V1: Collision with other fixed object (wall, building, tunnel, etc.) ","V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,130 EMERSON STREET / BROADWAY,,,,,237903.1148,898447.0216
4016652,BOSTON,29-Aug-2014,1:43 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Not reported ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Daylight,Clear,A STREET / MOUNT WASHINGTON AVENUE,,,,,P2:Pedestrian,236956.4805,899653.7853
3924921,BOSTON,29-Aug-2014,3:02 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Not Reported,,JOHN F FITZGERALD EXPRESSWAY Rte 93 S,,,ZAKIM BRIDGE,,235966.7084,902113.3531
3954409,BOSTON,29-Aug-2014,3:09 PM,Non-fatal injury,2,2,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,TALBOT AVENUE / WELLES AVENUE,,,,,,235709.3749,893267.4998
3926182,BOSTON,29-Aug-2014,3:45 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Not Reported,,STORROW DRIVE / RAMP-STORROW DR WB TO CLARENDON ST SB,,,STORROW DR E/B AT COPLY,,234613.966,900491.7378
3944334,BOSTON,29-Aug-2014,7:08 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with light pole or other post/support ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear/Clear,,1241 ADAMS STREET,,,,,235628.7523,891315.5752
3935856,BOSTON,29-Aug-2014,11:35 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with curb ,V1: Motorcycle,Dry,Dark - lighted roadway,Not Reported,,777 WILLIAM T MORRISSEY BOULEVARD / 777 MORRISSEY SERVICE ROAD,,,,,237288.6627,893959.9084
3935766,BOSTON,30-Aug-2014,3:15 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Collision with tree ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,RAMP-RTS 93 NB/3 NB TO VICTORY RD / VICTORY ROAD,,,,,,237347.969,894358.0623
3928707,BOSTON,30-Aug-2014,3:22 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Westbound ,V1: Reported but invalid ,V1: Passenger car,Dry,Dark - roadway not lighted,Clear,MASSACHUSETTS TURNPIKE Rte I90 W / RAMP-CAMBRIDGE ST/WESTERN AVE TO RT 90 W,,,,,,230739.6111,900798.6583
3924522,BOSTON,30-Aug-2014,6:25 AM,Property damage only (none injured),1,0,0,Rear-end,V1: Travelling straight ahead,V1:Northbound ,V1: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dawn,Clear,,JOHN F FITZGERALD EXPRESSWAY Rte 93 N,,Exit 16 on Rte 93 N,@ EXIT #16,,236403.9842,897524.312
4013243,BOSTON,30-Aug-2014,12:20 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Bus (seats for more than 15 people, including driver) / V2:Passenger car",Unknown,Unknown,Unknown,BOSTON STREET / COLUMBIA ROAD,,,,,,236147.4063,896760.9377
3924922,BOSTON,30-Aug-2014,12:47 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,JOHN F FITZGERALD EXPRESSWAY Rte 93 S,,,LOWER DECK,,235959.818,902121.479
3924154,BOSTON,30-Aug-2014,3:07 PM,Not Reported,2,0,0,"Sideswipe, same direction",V1: Not reported / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,COLUMBIA ROAD Rte UNKNOW / KOSCIUSZKO CIRCLE,,,,,236980.4846,896866.3749
3927914,BOSTON,30-Aug-2014,5:56 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,Rte 93 N / UNKNOWN,,Exit 15 on Rte 93 N,,,236972.2496,896473.4282
3926088,BOSTON,30-Aug-2014,11:45 PM,Non-fatal injury,2,2,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dark - lighted roadway,Clear,,STORROW DRIVE / RAMP-BERKELEY ST TO STORROW DR EB (RT 28,,,TUNNEL,,235142.3335,900713.0142
3926441,BOSTON,31-Aug-2014,5:35 AM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Eastbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dawn,Clear,BACK STREET / BERKELEY STREET / RAMP-BERKELEY ST TO STORROW DR EB (RT 28,,,,RAMP,,235009.6998,900623.457
3939441,BOSTON (DORCHESTER),31-Aug-2014,7:36 AM,Not Reported,2,0,0,Not reported,V1: Turning right / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:MOPED,Not reported,Not reported,Not Reported,BOWDOIN AVENUE / BULLARD STREET,,,,,,235032.6251,894642.0626
3926829,BOSTON,31-Aug-2014,2:20 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Slowing or stopped in traffic,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Motorcycle / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 S / UNKNOWN,,Exit 12 on Rte 93 S,,,237620.5493,892713.0989
3928717,BOSTON,31-Aug-2014,6:59 PM,Non-fatal injury,5,1,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Slowing or stopped in traffic / V4:Travelling straight ahead / V5:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound / V4:Southbound / V5:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic / V5: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Passenger car / V4:Passenger car / V5:Passenger car",Dry,Dark - lighted roadway,Cloudy,,Rte 93 S / UNKNOWN,,Exit 24 on Rte 93 S,O'NEILL TUNNEL,,236397.1933,901565.6511
3932010,BOSTON (DORCHESTER),31-Aug-2014,8:10 PM,Non-fatal injury,1,1,0,Rear-end,V1: Not reported,V1:Not reported ,V1: Not reported ,V1: Not reported,Wet,Dark - lighted roadway,Rain/Rain,,101 NORFOLK STREET,,,,,234958.7621,893188.1057
3926085,BOSTON,31-Aug-2014,8:24 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Rain,,Rte 93 S,,Exit 24 on Rte 93 S,,,236397.1933,901565.6511
3924923,BOSTON,31-Aug-2014,8:24 PM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Turning left,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Dark - lighted roadway,Rain,,MASSACHUSETTS AVENUE CONNECTOR / FRONTAGE ROAD,,,MASS AVE EXT,,235863.9115,898419.57
3939832,BOSTON (DORCHESTER),31-Aug-2014,8:37 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Wet,Dark - lighted roadway,Rain,PLEASANT STREET / GREENMOUNT STREET,,,,,,236310.297,895656.6873
3928718,BOSTON,31-Aug-2014,8:49 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Collision with motor vehicle in traffic ,V1: Passenger car,Wet,Dark - lighted roadway,Rain,,Rte 93 N / UNKNOWN,,Exit 23 on Rte 93 N,,,236957.4837,900943.9828
3924924,BOSTON,31-Aug-2014,9:10 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Other ,V1: Passenger car,Wet,Dark - lighted roadway,Cloudy/Rain,,LEVERETT CONNECTOR SOUTH,,,LEVERETT CIRCLE ON-RAMP,,234810.0838,903309.3976
3928719,BOSTON,31-Aug-2014,9:39 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Dark - lighted roadway,Rain,,Rte 93 N / UNKNOWN,,Exit 23 on Rte 93 N,,,236957.4837,900943.9828
3924925,BOSTON,31-Aug-2014,10:08 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Changing lanes,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Dark - lighted roadway,Rain,,JOHN F FITZGERALD EXPRESSWAY Rte 93 N / RAMP-RTS 93 NB/3 NB TO NORTH ST STREET,Rte 93  N Milemarker 17.5,,,,237003.6979,900771.765
3928727,BOSTON,31-Aug-2014,10:22 PM,Property damage only (none injured),1,0,0,Angle,V1: Turning right,V1:Westbound ,V1: Collision with curb ,V1: Passenger car,Wet,Dark - lighted roadway,Cloudy,EMBANKMENT ROAD Rte SR28 S / CHARLES RIVER DAM Rte SR28 S / LEVERETT CIRCLE,,,,CHARLES ST. W/B BY LEVERETT CIRC,,235559.0702,901887.0095
3926539,BOSTON,31-Aug-2014,10:35 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Not reported,V1:Northbound / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Not reported",Dry,Dark - lighted roadway,Clear,ARBORWAY / CENTRE STREET,,,,,,231152.579,895470.3122
3962716,BOSTON,31-Aug-2014,10:47 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Not reported,V1:Southbound / V2:Southbound ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Wet,Dark - lighted roadway,Cloudy/Rain,LOGAN AIRPORT TERMINAL E,,,,,,239425.7617,902252.3266
3953323,BOSTON,01-Sep-2014,8:58 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Other ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,7 SUNSET STREET,,,,,232266.0927,897965.6691
3935761,BOSTON,01-Sep-2014,9:48 AM,Property damage only (none injured),4,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic / V4:Slowing or stopped in traffic,V1:Westbound / V2:Westbound / V3:Westbound / V4:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car / V4:Passenger car,Dry,Daylight,Clear,,STORROW DRIVE,,,HATCH SHELL,,235176.6897,900826.525
3926178,BOSTON,01-Sep-2014,11:48 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Overtaking/passing,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,MAURICE TOBIN BRIDGE Rte 1 S / TOBIN BRIDGE Rte 1 S,,,,,237198.9811,903836.5438
3927916,BOSTON,01-Sep-2014,12:42 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Southbound / V2:Eastbound ,V1: Collision with light pole or other post/support / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,WILLIAM T MORRISSEY BOULEVARD / FREEPORT STREET,,,,,,237149.8439,894580.3748
3933737,BOSTON,01-Sep-2014,2:20 PM,Non-fatal injury,2,3,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Northbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,GALLIVAN BOULEVARD / DORCHESTER AVENUE,,,,,,235804.4062,892252.5627
