Crash Number,City/Town Name,Crash Date,Crash Time,Crash Severity,Number of Vehicles,Total Nonfatal Injuries,Total Fatal Injuries,Manner of Collision,Vehicle Action Prior to Crash,Vehicle Travel Directions,Most Harmful Events,Vehicle Configuration,Road Surface Condition,Ambient Light,Weather Condition,At Roadway Intersection,Distance from Nearest Roadway Intersection,Distance from Nearest Milemarker,Distance from Nearest Exit,Distance from Nearest Landmark,Non Motorist Type,X Coordinate,Y Coordinate
3388334,BOSTON,14-Nov-2012,1:19 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Entering traffic lane,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Single-unit truck (2-axle, 6-tire)",Dry,Dark - lighted roadway,Clear,LEVERETT CONNECTOR SOUTH / JOHN F FITZGERALD EXPRESSWAY Rte 93 S,,,,COLLECTOR TUNNEL EXIT,,234851.4114,903728.5153
3290129,BOSTON,14-Nov-2012,6:48 AM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,FENWAY / LOUIS PRANG STREET,,,,,,233182.6565,898738.0626
3291267,BOSTON,14-Nov-2012,7:19 AM,Property damage only (none injured),2,0,0,Head-on,V1: Travelling straight ahead / V2:Turning left,V1:Westbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,OLD HARBOR STREET / COLUMBIA ROAD,,,,,,237303.6252,897837.3127
3291268,BOSTON,14-Nov-2012,8:55 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Changing lanes / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 N,,Exit 15 on Rte 93 N,HOV EXIT,,236972.2496,896473.4282
3305708,BOSTON,14-Nov-2012,9:20 AM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,MORTON STREET Rte 203 / HARVARD STREET,,,,,233493.5311,893100.9999
3352293,BOSTON,14-Nov-2012,10:30 AM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,BERKELEY STREET / BACK STREET,,,,,235009.6998,900623.457
3388335,BOSTON,14-Nov-2012,2:15 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Unknown heavy truck, cannot classify / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 N,,Exit 28 on Rte 93,EXIT 28,,234953.5188,903173.3157
3353724,BOSTON,14-Nov-2012,2:20 PM,Property damage only (none injured),2,0,0,"Sideswipe, opposite direction",V1: Travelling straight ahead / V2:Turning left,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,COREY STREET / PARK STREET,,,,,,228431.3282,892726.7499
3353727,BOSTON,14-Nov-2012,3:59 PM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Westbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,GLENDOWER ROAD / KITTREDGE STREET,,,,,,230173.2812,891940.4377
3380507,BOSTON,14-Nov-2012,6:00 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Westbound / V2:Westbound ,V1: Not reported / V2: Not reported ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,MASSACHUSETTS TURNPIKE Rte 90 W / MASSACHUSETTS TURNPIKE Rte 90 W,Rte 90  W Milemarker 132.0,,PASS FENWAY PARK,,232572.5381,899870.4075
3291877,BOSTON,14-Nov-2012,8:00 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,Rte 93 S,,Exit 18 on Rte 93 S,,,236013.2783,899092.9981
3345552,BOSTON,15-Nov-2012,00:00 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Not reported ,V1: Collision with utility pole ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,118 TERRACE STREET,,,,,233108.0948,897595.5608
3345470,BOSTON (DORCHESTER),15-Nov-2012,00:00 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Turning right / V2:Parked,V1:Not reported / V2:Not reported ,V1: Collision with parked motor vehicle / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dark - lighted roadway,Clear,,31 ROSLIN STREET,,,,,235503.77,892971.3134
3291972,BOSTON,15-Nov-2012,6:24 AM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dawn,Cloudy,,Rte 93 N,,,,,235946.1299,902167.1846
3291269,BOSTON,15-Nov-2012,9:00 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 N,,Exit 14 on Rte 93 N,OFF RAMP TO MORRISSEY BLVD,,237258.9796,894483.3974
3291615,BOSTON,15-Nov-2012,9:05 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Truck/trailer / V2:Single-unit truck (3-or-more axles),Dry,Daylight,Cloudy,,Rte 93 N,,Exit 15 on Rte 93 N,,,236972.2496,896473.4282
3381337,BOSTON,15-Nov-2012,9:10 AM,Not Reported,1,0,0,Angle,V1: Parked,V1:Not reported ,V1: Collision with parked motor vehicle ,V1: Passenger car,Dry,Dawn,Not Reported,,,,,IN PARKING LOT LOGAN CENTRAL,,,
3305699,BOSTON,15-Nov-2012,9:58 AM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Passenger car / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 S,,,,,235973.6096,902105.2145
3295246,BOSTON,15-Nov-2012,4:20 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Changing lanes,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Not Reported,,MASSACHUSETTS TURNPIKE Rte 90 E,,Exit I/C 19 on Rte 90 E,,,231180.8224,900804.2225
3294034,BOSTON,15-Nov-2012,7:22 PM,Non-fatal injury,1,1,0,"Sideswipe, same direction",V1: Travelling straight ahead,V1:Southbound ,V1: Collision with motor vehicle in traffic ,V1: Motorcycle,Dry,Dark - lighted roadway,Clear,,TRUMAN HIGHWAY / DANA AVENUE,,,,,231159.8029,888909.0317
3353712,BOSTON (WEST ROXBURY),15-Nov-2012,8:05 PM,Not Reported,2,0,0,Angle,V1: Not reported / V2:Not reported,V1:Westbound / V2:Eastbound ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,312 SPRING STREET,,,,,227072.1259,891356.9652
3381338,BOSTON,15-Nov-2012,11:29 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Eastbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Not reported",Dry,Dark - lighted roadway,Clear,AIRPORT ROAD - DEPARTURE LEVEL / CENTRAL PARKING ACCESS ROAD,,,,,"P3:Other non-motorist (wheelchair, etc.)",239518.3948,902039.7663
3293741,BOSTON (ROXBURY),16-Nov-2012,6:00 AM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Single-unit truck (2-axle, 6-tire) / V2:Passenger car",Dry,Dark - lighted roadway,Clear,HARRISON AVENUE / DUDLEY STREET,,,,,,234390.0625,897652.5627
3293263,BOSTON,16-Nov-2012,7:50 AM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Overtaking/passing,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Not reported,Dry,Daylight,Clear,,Rte 90 W,,,,,238835.2053,903004.7764
3295747,BOSTON,16-Nov-2012,10:17 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Turning left / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,WILLIAM T MORRISSEY BOULEVARD / NEPONSET AVENUE Rte 3A N / UNNAMED ROAD,,,,,,237753.7034,892977.1251
3305587,BOSTON,16-Nov-2012,10:28 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 S,,Exit 24 on Rte 93 S,,,236397.1933,901565.6511
3293360,BOSTON,16-Nov-2012,10:35 AM,Property damage only (none injured),5,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead / V4:Travelling straight ahead / V5:Travelling straight ahead,V1:Eastbound / V2:Eastbound / V3:Eastbound / V4:Eastbound / V5:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic / V5: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V4:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V5:Passenger car",Dry,Daylight,Clear,,Rte 90 E,,Exit 22 on Rte 90 E,,,234741.7413,899775.696
3352467,BOSTON,16-Nov-2012,12:22 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Parked / V2:Backing,V1:Northbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Single-unit truck (2-axle, 6-tire)",Dry,Daylight,Clear,WILLIAM T MORRISSEY BOULEVARD / DOMINIC J BANCULLI BOULEVARD,,,,,,237369.7223,896004.065
3296127,BOSTON,16-Nov-2012,5:23 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Turning left / V2:Travelling straight ahead,V1:Westbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,MORTON STREET,,,,,234553.5275,892190.6711
3345750,BOSTON (BRIGHTON),17-Nov-2012,00:00 AM,Non-fatal injury,2,1,0,"Sideswipe, opposite direction",V1: Travelling straight ahead / V2:Entering traffic lane,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,SPARHAWK STREET / MURDOCK STREET,,,,,,229013.3125,900043.0625
3298556,BOSTON,17-Nov-2012,4:40 AM,Not Reported,1,0,0,Single vehicle crash,V1: Turning left,V1:Southbound ,V1: Collision with curb ,V1: Passenger car,Dry,Dark - lighted roadway,Not Reported,TRUMAN HIGHWAY / NEPONSET AVENUE,,,,,,231265.0624,888988.2498
3345517,BOSTON (ALLSTON),17-Nov-2012,10:00 AM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Not reported / V3:Not reported,V1:Not reported / V2:Not reported / V3:Not reported ,V1: Collision with motor vehicle in traffic / V2: Not reported / V3: Not reported ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Daylight,Clear/Clear,,155 HARVARD AVENUE,,,,,230346.8668,900190.508
3292437,BOSTON,17-Nov-2012,10:13 AM,Non-fatal injury,4,1,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic / V4:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound / V3:Eastbound / V4:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car / V4:Passenger car",Dry,Daylight,Cloudy,,SOLDIERS FIELD ROAD / RAMP - WESTERN AVE TO SOLDIERS FIELD RD,,,SERVICE ROAD,,231497.2105,901228.111
3367229,BOSTON,17-Nov-2012,10:40 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Turning right / V2:Turning right,V1:Eastbound / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,GLENWAY STREET / HARVARD STREET,,,,,,234596.1251,894074.8751
3345512,BOSTON (BRIGHTON),17-Nov-2012,11:43 AM,Unknown,2,0,0,Rear-end,V1: Turning left / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,KELTON STREET / SCOTTFIELD ROAD,,,,,,229896.3123,899677.75
3328137,BOSTON,17-Nov-2012,1:05 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Not reported ,V1: Not reported ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,91 BEACON STREET,,,,,235253.7198,900651.4616
3295748,BOSTON,17-Nov-2012,2:09 PM,Not Reported,2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 N,,Exit 15 on Rte 93 N,,,236972.2496,896473.4282
3328133,BOSTON,17-Nov-2012,3:27 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,75 STATE STREET,,,,,236583.286,901037.483
3380508,BOSTON,17-Nov-2012,3:52 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Changing lanes / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,MAURICE TOBIN BRIDGE Rte 1 N / TOBIN BRIDGE Rte 1 N,,,TOBIN BRIDGE,,237148.8024,903751.1815
3293189,BOSTON,17-Nov-2012,4:40 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Not reported ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93 N,,Exit 27 on Rte 93 N,,,235655.07,902467.5364
3380510,BOSTON,17-Nov-2012,4:51 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,JOHN F FITZGERALD EXPRESSWAY Rte 93 N,,,ZAKIM BRIDGE,,235993.076,902112.9064
3292438,BOSTON,17-Nov-2012,5:07 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,Rte 93 N,,Exit 11 on Rte 93 N,,,237094.7253,891674.8051
3293264,BOSTON,17-Nov-2012,6:15 PM,Not Reported,2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Not Reported,,Rte 93 S,,,,,235877.7213,898750.4168
3380511,BOSTON,17-Nov-2012,6:15 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Not reported / V2: Not reported ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,RAMP - LEVERETT CIRCLE TO RT 93 SB Rte 3 S / JOHN F FITZGERALD EXPRESSWAY Rte 93 S,,,LCS ON-RAMP FROM LEVERETT CIRCLE,,235928.1462,902003.3448
3292439,BOSTON,17-Nov-2012,6:58 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93 S,,Exit 15 on Rte 93 S,,,236629.6253,897168.5001
3354307,BOSTON,17-Nov-2012,7:30 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Turning left,V1:Northbound ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,MOUNT VERNON STREET / CHARLES STREET,,,,,P2:Pedestrian,235400.172,900899.9375
3293273,BOSTON,17-Nov-2012,11:09 PM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Entering traffic lane,V1:Westbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,MORTON STREET / 875,,,(RT 203),,234230.5003,892354.8237
3321980,BOSTON,18-Nov-2012,1:40 AM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Bus (seats for more than 15 people, including driver) / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - roadway not lighted,Clear,WEST FIRST STREET / D STREET,,,,,,237197.0314,899008.5
3291880,BOSTON,18-Nov-2012,2:16 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Collision with curb ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,VETERANS OF FOREIGN WARS PARKWAY / WEST ROXBURY VFW PARKWAY ROTARY,,,,,229200.729,894038.3141
3296426,BOSTON,18-Nov-2012,9:42 AM,Non-fatal injury,2,1,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 S,,Exit 18 on Rte 93 S,,,236013.2783,899092.9981
3381541,BOSTON,18-Nov-2012,2:50 PM,Non-fatal injury,4,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic / V4:Slowing or stopped in traffic,V1:Westbound / V2:Westbound / V3:Westbound / V4:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Passenger car / V3:Passenger car / V4:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Not Reported,,STORROW DRIVE Rte 28 S / CHARLES STREET Rte 3A N,,,STORROW DR AT LEE POOL,,235416.157,901633.5002
3292050,BOSTON,18-Nov-2012,4:15 PM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Eastbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dark - lighted roadway,Clear,BERKELEY STREET / BACK STREET / RAMP - BERKELEY ST TO RT 28 NB,,,,,,235009.6998,900623.457
3381339,BOSTON,18-Nov-2012,5:50 PM,Property damage only (none injured),1,0,0,Not reported,V1: Entering traffic lane,V1:Northbound ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,,,,LIMOSINE POOL AT LOGAN AIRPORT,P2:Pedestrian,238620.8182,901941.788
3295381,BOSTON,18-Nov-2012,8:12 PM,Property damage only (none injured),3,0,0,Angle,V1: Entering traffic lane / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Dark - lighted roadway,Clear,,GENERAL CASIMIR PULASKI SKYWAY Rte 93 S / COLUMBIA ROAD,,Exit 15 on Rte 93 S,,,236787.0013,896862.7653
3291457,BOSTON,18-Nov-2012,10:59 PM,Non-fatal injury,1,1,0,Not reported,V1: Travelling straight ahead,V1:Northbound ,V1: Collision with light pole or other post/support ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,KELLEY CIRCLE / JAMAICAWAY,,,KELLY CIRCLE,,231231.6793,895989.9306
3345522,BOSTON,19-Nov-2012,1:49 AM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Northbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,WEST BOYLSTON ST / FRANKLIN STREET,,,,,,,
3292432,BOSTON,19-Nov-2012,8:43 AM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,RIVERWAY / FRANCIS STREET,,,,,232080.5294,898632.4523
3345514,BOSTON (BRIGHTON),19-Nov-2012,9:00 AM,Non-fatal injury,2,1,0,Rear-end,V1: Parked / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with parked motor vehicle / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear/Clear,COMMONWEALTH AVENUE / FORDHAM ROAD,,,,,,,
3295749,BOSTON,19-Nov-2012,12:15 PM,Property damage only (none injured),4,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic / V4:Slowing or stopped in traffic,V1:Southbound / V2:Southbound / V3:Southbound / V4:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V4:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 S,,Exit 12 on Rte 93 S,,,237620.5493,892713.0989
3347257,BOSTON (CHARLESTOWN),19-Nov-2012,2:02 PM,Non-fatal injury,3,1,0,Angle,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Not reported / V2:Not reported / V3:Not reported ,V1: Not reported / V2: Not reported / V3: Not reported ,"V1: Passenger car / V2:Passenger car / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear/Clear,CHELSEA STREET / WARREN STREET,,,,,,236204.7544,902495.7325
3298345,BOSTON,19-Nov-2012,2:56 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Turning left,V1:Eastbound ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Not Reported,,WILLIAM T MORRISSEY BOULEVARD / DOMINIC J BANCULLI BOULEVARD,,,,P1:Pedestrian,237113.7523,896521.6166
