f,d,i,e,Intersection Number,Associated Streets,Collection Date,Data Type,Neighborhood Code,Site Location,Street Name,Study Period,Study Type,url
z56,7124,9,PDF,"","","05/14/2013","XXX","DORCHESTER","525","TALBOT AVE","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7124%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7125,9,PDF,"","","06/06/2013","XXX","WEST ROXBURY","125","WALK HILL ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7125%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7126,9,PDF,"","","09/11/2012","XXX","DORCHESTER","14","WESTMORELAND ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7126%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7127,9,PDF,"","","12/04/2012","XXX","ROXBURY","136","WILLIAMS ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7127%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7128,9,PDF,"","","02/05/2013","XXX","DORCHESTER","89","WOODHAVEN ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7128%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7129,2,XLS,"","","10/23/2012","SPEED","SOUTH BOSTON","71","A ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7129%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7130,2,XLS,"","","10/23/2012","VOLUME","SOUTH BOSTON","71","A ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7130%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7131,2,XLS,"","","09/18/2012","CLASSIFICATION","CHARLESTOWN","26","ALLSTON ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7131%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7132,2,XLS,"","","09/18/2012","SPEED","CHARLESTOWN","26","ALLSTON ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7132%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7133,2,XLS,"","","09/18/2012","VOLUME","CHARLESTOWN","26","ALLSTON ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7133%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7134,2,XLS,"","","01/15/2013","CLASSIFICATION","DORCHESTER","576","ASHMONT ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7134%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7135,2,XLS,"","","01/15/2013","SPEED","DORCHESTER","576","ASHMONT ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7135%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7136,2,XLS,"","","01/15/2013","VOLUME","DORCHESTER","576","ASHMONT ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7136%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7137,2,XLS,"","","09/11/2012","CLASSIFICATION","DORCHESTER","59","BEAUMONT ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7137%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7138,2,XLS,"","","09/11/2012","SPEED","DORCHESTER","59","BEAUMONT ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7138%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7139,2,XLS,"","","09/11/2012","VOLUME","DORCHESTER","59","BEAUMONT ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7139%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7140,2,XLS,"","","12/04/2012","CLASSIFICATION","WEST ROXBURY","73","BROOKLEY RD","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7140%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7141,2,XLS,"","","12/04/2012","SPEED","WEST ROXBURY","73","BROOKLEY RD","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7141%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7142,2,XLS,"","","12/04/2012","VOLUME","WEST ROXBURY","73","BROOKLEY RD","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7142%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7143,2,XLS,"","","01/15/2013","CLASSIFICATION","DORCHESTER","59","BURRELL ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7143%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7144,2,XLS,"","","01/15/2013","SPEED","DORCHESTER","59","BURRELL ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7144%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7145,2,XLS,"","","01/15/2013","VOLUME","DORCHESTER","59","BURRELL ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7145%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7146,2,XLS,"","","02/25/2013","CLASSIFICATION","DORCHESTER","53","CLAPP ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7146%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7147,2,XLS,"","","02/25/2013","SPEED","DORCHESTER","53","CLAPP ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7147%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7148,2,XLS,"","","02/25/2013","VOLUME","DORCHESTER","53","CLAPP ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7148%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7149,2,XLS,"","","05/21/2013","CLASSIFICATION","ROXBURY","59","CRAWFORD ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7149%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7150,2,XLS,"","","05/21/2013","SPEED","ROXBURY","59","CRAWFORD ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7150%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7151,2,XLS,"","","05/21/2013","VOLUME","ROXBURY","59","CRAWFORD ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7151%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7152,2,XLS,"","","11/14/2012","CLASSIFICATION","SOUTH BOSTON","530","EAST FIRST ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7152%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7153,2,XLS,"","","11/14/2012","SPEED","SOUTH BOSTON","530","EAST FIRST ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7153%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7154,2,XLS,"","","11/14/2012","VOLUME","SOUTH BOSTON","530","EAST FIRST ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7154%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7155,2,XLS,"","","03/26/2013","CLASSIFICATION","DORCHESTER","28","ENTERPRISE ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7155%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7156,2,XLS,"","","03/26/2013","SPEED","DORCHESTER","28","ENTERPRISE ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7156%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7157,2,XLS,"","","03/26/2013","VOLUME","DORCHESTER","28","ENTERPRISE ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7157%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7158,2,XLS,"","","06/25/2013","CLASSIFICATION","DORCHESTER","58","FAIRMOUNT ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7158%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7159,2,XLS,"","","06/25/2013","SPEED","DORCHESTER","58","FAIRMOUNT ST","24 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7159%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
