5988,998332
5988,9911385
5988,9915300
5988,9915301
5988,9915302
5988,9915303
5989,992031
5989,992032
5989,994905
5982,9916844
5982,9916846
5983,991416
5983,996887
5983,996888
5983,9915243
5983,9917615
5980,999002
5980,9916889
5980,9916891
5981,998361
5981,998362
5981,9911410
5986,996639
5986,998927
5986,9918939
5986,9918940
5987,995482
5987,997498
5987,998498
5984,9916847
5984,9916848
5985,992349
5985,997766
5985,9916875
6796,992850
6796,9916081
6796,9916237
6797,9913622
6797,9916229
6797,9918149
6794,9913775
6794,9915676
6794,9915677
6794,9916132
6794,9916133
6794,9916135
6795,993055
6795,994362
6795,994363
6795,9916157
6792,992740
6792,9915803
6792,9917340
6792,9917341
6793,991949
6793,991950
6793,995116
6793,995117
6790,995215
6790,9918351
6790,9918352
6790,9918353
6791,998616
6791,9913619
6791,9913620
6791,9913621
6791,9916236
6798,99688
6798,99689
6798,995407
6798,995408
6799,996299
6799,996300
6799,997754
6799,997755
6294,991403
6294,998728
6294,9918500
270,994148
270,995913
270,9917813
271,992070
271,9917788
271,9918003
272,99589
272,991622
272,991623
272,9913982
273,996052
273,999733
273,999735
274,994582
274,994583
274,995303
274,9912381
275,999735
275,9912119
275,9918453
276,993898
276,993899
276,9912381
276,9915554
276,9917473
277,999792
277,999793
277,9912101
278,994147
278,994149
278,9917814
279,996053
279,996054
279,9918455
2143,997216
2143,997217
2143,9916245
2142,9912240
2142,9912241
2142,9912243
3519,994293
3519,994514
3519,9915951
3518,9910872
3518,9911851
3518,9917523
3513,991204
3513,999210
3513,999214
3512,9913339
3512,9913340
3512,9913341
3511,992221
3511,992222
3511,9912451
3510,995514
3510,9918935
3510,9918936
3517,996743
3517,997190
3517,997191
3517,9915097
3517,9918104
3516,99519
3516,9918824
3515,99845
3515,995038
3515,9917291
3514,991061
3514,993801
3514,999050
2688,994975
2688,9916371
2688,9918685
2689,992985
2689,9913807
2689,9916371
2684,99152
2684,99153
2684,993000
2685,9994
2685,9995
2685,994973
2685,994974
2686,994003
2686,994974
2686,994975
2687,995539
2687,995540
2687,9917489
2680,991823
2680,991824
2680,995201
2680,995202
2681,99133
2681,99134
2681,997219
2681,997220
2682,991784
2682,995270
2682,998234
2682,9912358
2683,99498
2683,995083
2683,999480
99,991089
99,995853
99,995928
98,991415
98,991484
98,994563
91,99143
91,994753
91,995850
91,995851
91,995852
90,992535
90,992536
90,992538
93,99456
93,996966
93,996989
93,999755
93,9916566
92,994563
92,994564
92,995333
92,995334
95,991089
95,991090
95,992098
94,991746
94,992591
94,992673
94,9918707
94,9918708
97,996897
97,996964
97,9918224
97,9918225
96,991414
96,991415
96,9918323
1177,99608
1177,99609
1177,994138
1177,9913624
1177,9918926
1176,9910014
1176,9910351
1176,9912075
1176,9913525
1176,9913526
1176,9915533
1175,9912252
1175,9912253
1175,9912254
1175,9912256
1175,9912257
1174,991259
1174,995033
1174,9915793
1173,998302
1173,9915113
1173,9918314
1172,991578
1172,993943
1172,999612
1171,992644
1171,996789
1171,996790
1171,9918168
1170,999704
1170,999705
1170,9912111
1179,99924
1179,9912752
1179,9915109
1179,9915110
1178,995276
1178,995277
1178,999371
1178,999372
1178,9911925
7188,9912645
7188,9912646
7188,9917121
876,996364
876,997713
876,999439
877,991169
877,994994
877,994995
7180,9912922
7180,9912924
7180,9912925
7180,9914122
7180,9914123
7180,9914124
7180,9914126
7180,9914127
7181,998555
7181,998556
7181,9912665
7181,9914228
7182,9998
7182,99150
7182,997913
7182,997914
7183,9926
7183,9912698
7183,9912699
7184,99559
7184,995572
7184,9915562
3432,999224
3432,999225
3432,9911855
7186,992645
7186,998460
7186,9916942
7187,991408
7187,9912497
7187,9912498
623,99339
623,99340
623,9918469
875,991983
875,991984
875,9918229
622,9910914
622,9911049
622,9915133
622,9915134
622,9915135
622,9915136
622,9917793
872,991854
872,998640
872,9912589
1225,993742
1225,993743
1225,995134
3435,992876
3435,993318
3435,993319
620,993931
620,996804
620,996805
620,9917461
8549,994368
8549,996817
8549,9914407
870,99245
870,99246
870,994490
8019,995816
8019,995817
8019,996289
8019,9916219
8018,9910611
8018,9913104
8018,9913105
8018,9914148
8018,9917895
8017,994473
8017,998757
8017,9915904
627,995428
627,996765
627,999715
8015,996613
8015,9912636
8015,9915864
871,999309
871,9915735
871,9917898
8013,994924
8013,994925
8013,9916447
8012,993683
8012,993684
8012,9915972
8012,9916190
8011,993329
8011,993330
8011,9918277
626,992833
626,996745
626,996746
7456,9914054
7456,9914170
7456,9917170
4592,994288
4592,9917754
4592,9917755
7454,998587
7454,9910376
7454,9911383
7454,9914204
7454,9917201
7454,9918843
7455,997164
7455,997165
7455,9916744
7455,9916745
7455,9916746
7452,995595
7452,9916458
7452,9916459
625,99433
625,997616
625,998435
7450,995594
7450,995595
7450,9912845
2036,9912246
2036,9912249
624,99752
624,99753
624,996205
624,996206
4590,993654
4590,993655
4590,9918955
7458,996536
7458,997159
7458,9916262
7459,993396
7459,9917643
4591,99706
4591,9917918
4591,9917919
4596,993131
4596,993852
4849,995575
4849,9912539
4849,9916981
4594,994068
4594,994069
4594,9915988
4595,9915073
4595,9915074
4595,9915075
2749,9910491
2749,9915487
2749,9915488
4845,9916762
4845,9918900
4845,9918901
4598,993377
4598,994229
4598,994230
4598,994818
8291,996537
8291,996538
8291,996556
8291,998789
4599,991041
4599,996137
4599,9913812
4734,9918633
4734,9918634
4734,9918635
8290,996295
8290,996400
8290,996401
8290,998788
4735,993430
4735,993995
4735,9917678
8293,99673
8293,99674
8293,99676
8293,997484
8293,997485
8293,9915843
8293,9918655
8292,993066
8292,9912943
8292,9912944
2039,999596
2039,999597
2039,9912066
2039,9916954
8295,998129
8295,9911460
8295,9911461
4843,9911259
4843,9913515
4738,991314
4738,991315
4738,9916759
8294,996292
8294,998771
8294,9918231
4739,993139
4739,9914424
4739,9915874
8297,99512
8297,996400
8297,996403
8296,9915976
8296,9915977
8296,9915978
393,996699
393,996700
393,9918520
392,992657
392,999792
392,9918369
391,992049
391,992050
391,997448
391,997449
390,991290
390,998192
390,9917068
390,9917069
390,9917070
397,993125
397,9917787
397,9917788
396,997987
396,9912146
396,9918003
395,993243
395,993244
395,9918369
394,99401
394,99402
394,99427
394,993324
394,9918520
399,99439
399,999736
399,9918455
398,991743
398,995652
398,995653
2309,995002
2309,995003
2309,996717
2308,994407
2308,994408
2308,994409
2308,994586
2308,994888
2308,9916161
2308,9918048
4729,995232
4729,995235
4729,995236
4728,993995
4728,993996
4728,997762
2301,99399
2301,99400
2301,992896
2300,991805
2300,991806
2300,993194
2303,9911057
2303,9912064
2303,9915519
2303,9915520
2302,993401
2302,996808
2302,996809
2305,996756
2305,996757
2305,997280
2305,9916971
2304,99974
2304,99975
2304,994025
2307,992054
2307,994550
2307,994551
2306,993269
2306,997213
2306,997214
5847,992655
5847,998944
5847,9915920
5847,9917029
5846,998504
5846,9911059
5846,9911079
5846,9911235
5846,9913671
5846,9913672
5846,9913675
5846,9913677
5846,9914383
5846,9914384
5846,9914385
5846,9914386
5846,9914387
5846,9914388
5846,9918886
5845,9928
5845,992472
5845,992473
5845,992474
5845,992475
5845,998039
5845,9913598
5845,9913737
5845,9916983
5844,995493
5844,998814
5844,998839
5843,992760
5843,992761
5843,997434
5843,997435
5842,9915255
5842,9915256
5842,9917053
5841,991914
5841,991965
5841,991966
5841,997408
5840,999909
5840,999910
5849,9910450
5849,9910452
5849,9910735
5849,9910954
5849,9911717
5849,9917373
5848,991063
5848,992067
5848,994016
5848,994027
5848,9918024
5848,9918413
3748,991395
3748,994225
3748,9916696
3748,9918587
3749,999168
3749,9918677
3749,9918678
3746,999192
3746,999193
3746,9914668
3747,99461
3747,99809
3747,99810
3744,992071
3744,996302
3744,996303
3744,996304
3744,996878
3745,99290
3745,99291
3745,996305
3745,996306
3742,997068
3742,997069
3742,999168
3743,993439
3743,993440
3743,9912575
3740,998150
3740,998151
3741,999153
3741,999154
3741,999155
3741,9911817
4620,994496
4620,994497
4620,995253
4620,9914504
4621,99198
4621,995312
4621,996564
4621,996565
4621,996566
4621,996567
4621,9915075
4622,995054
4622,995055
4622,995058
4623,999120
4623,999121
4623,9911834
4624,992293
4624,999117
4624,9913418
4625,999087
4625,999088
4625,9912716
4626,991282
4626,9916292
4627,993376
4627,993377
4627,996826
4628,994232
4628,994233
4628,994399
4629,995590
4629,998988
4629,9917920
179,9918431
179,9918592
179,9918912
178,9913467
178,9913468
178,9918431
177,993900
177,9913467
177,9915557
176,998436
176,998437
175,9913855
175,9913856
175,9913857
174,996190
174,996715
174,9918011
173,992081
173,992508
173,994302
172,996643
172,9917943
172,9917944
171,9918430
171,9918592
170,993901
170,993902
170,9918163
7218,995696
7218,998720
7218,9917697
7219,995695
7219,995696
7219,9912822
7210,99908
7210,991711
7210,994573
7210,994574
7210,994575
7211,99156
7211,99908
7211,997914
